42.1866684	-93.36444092	1
42.1866684	-93.36083221	1
42.1866684	-93.35722351	1
42.1866684	-93.35333252	1
42.1902771	-93.32416534	1
42.1902771	-93.3208313	1
42.17861176	-93.33583069	1
42.17861176	-93.33249664	1
42.17861176	-93.32472229	1
42.17861176	-93.32055664	1
42.17861176	-93.31639099	1
42.17222214	-93.34999847	1
42.17222214	-93.34361267	1
42.17222214	-93.33444214	1
